arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
24115343,83458539,1,488213,2015-03-27 00:00:00,2,C,23,5,25,M,1,2,R,,,,25,0
25163550,86531464,1,489904,2015-03-30 00:00:00,2,C,28,5,52,M,1,2,,,,,52,0
24536797,84665365,1,596081,2015-08-25 00:00:00,3,C,16,5,42,F,1,3,R,,,,42,0
24115351,83458127,1,599034,2015-08-29 00:00:00,2,C,49,5,20,M,1,2,R,,,,20,0
25163171,86529125,1,582951,2015-08-07 00:00:00,3,N,51,5,29,M,1,2,R,,,,29,0
24401322,84276860,1,595897,2015-08-24 00:00:00,3,C,16,5,25,F,1,3,R,,,,25,0
25163182,86528462,1,596338,2015-08-25 00:00:00,3,C,51,5,26,M,1,1,R,,,,26,0
25005972,86042242,1,594897,2015-09-16 00:00:00,1,N,27,5,25,M,1,2,R,,,,25,0
25005243,86042228,1,588164,2015-08-10 00:00:00,2,C,23,5,29,M,1,2,R,,,,29,0
24270301,83897407,2,558893,2015-07-02 00:00:00,3,C,16,5,42,M,1,2,R,,,,42,0
24271257,83897407,1,557689,2015-07-02 00:00:00,3,C,16,5,35,F,1,2,R,,,,35,0
24400572,84276917,1,577411,2015-08-23 00:00:00,2,C,49,5,30,M,1,2,R,,,,30,0
25163402,86530252,1,564002,2015-07-11 00:00:00,1,C,49,5,49,M,1,2,R,,,,49,0
25163409,86530267,1,568151,2015-07-17 00:00:00,3,C,51,5,17,M,1,3,R,R,,,17,0
25163783,86530446,1,541938,2015-06-18 00:00:00,2,C,14,5,21,M,1,2,R,,,,21,0
25163475,86531199,1,549150,2015-06-20 00:00:00,2,C,5,5,45,F,1,2,R,,,,45,0
25005987,86042906,1,561868,2015-07-07 00:00:00,2,C,49,5,33,M,1,2,R,,,,33,0
25005275,86042906,2,551662,2015-06-30 00:00:00,2,C,28,5,30,F,1,2,R,,,,30,0
25163468,86530414,1,543979,2015-06-12 00:00:00,3,N,51,5,53,M,1,2,R,,,,53,0
25163443,86530347,1,554081,2015-06-28 00:00:00,2,C,49,5,51,F,1,2,R,,,,51,0
25163452,86530380,1,549832,2015-06-21 00:00:00,2,C,23,5,41,F,1,2,R,,,,41,0
24536817,84665623,1,617637,2015-09-21 00:00:00,2,C,23,5,55,F,1,2,R,,,,55,0
24536804,84665588,1,618562,2015-10-03 00:00:00,2,C,36,5,16,M,1,2,R,R,,,16,0
24536816,84665621,1,615857,2015-10-12 00:00:00,2,C,51,5,42,M,1,3,R,,,,42,0
24271373,83899693,1,618242,2015-09-22 00:00:00,2,C,16,5,58,F,3,2,R,,,,58,0
25006032,86042434,1,607269,2015-09-07 00:00:00,3,C,51,5,31,M,1,2,R,,,,31,0
25164180,86534560,1,608910,2015-09-10 00:00:00,3,C,49,5,45,F,1,2,R,,,,45,0
25164844,86533744,1,624319,2015-09-30 00:00:00,2,C,16,5,40,F,1,2,R,,,,40,0
25005327,86043073,1,605871,2015-09-05 00:00:00,2,C,48,5,30,F,1,2,,,,,30,0
23975268,83069420,1,392089,2015-10-19 00:00:00,2,N,51,5,30,F,1,2,N,,,,30,0
24399504,84273749,1,393566,2015-12-22 00:00:00,3,N,51,5,36,M,1,2,R,,,,36,0
24399935,84273439,1,393569,2015-12-28 00:00:00,3,N,5,5,29,M,1,2,N,,,,29,0
23974396,83069424,1,392094,2015-11-04 00:00:00,2,N,51,5,33,F,1,2,N,,,,33,0
23975286,83069469,1,393557,2015-11-28 00:00:00,3,N,27,5,22,M,1,2,R,,,,22,0
23974409,83069488,1,393778,2015-11-19 00:00:00,3,N,27,5,42,F,1,2,N,,,,42,0
23975276,83069441,1,392092,2015-11-03 00:00:00,3,N,51,5,43,M,1,2,N,,,,43,0
23975290,83069486,1,392709,2015-11-21 00:00:00,2,N,23,5,39,F,1,2,N,,,,39,0
24871754,85625542,1,386679,2015-03-11 00:00:00,2,N,45,5,31,M,1,2,N,,,,31,0
23975247,83069335,1,390347,2015-09-01 00:00:00,3,N,29,5,32,M,1,2,N,,,,32,0
23975241,83069309,1,390221,2015-08-14 00:00:00,3,N,49,5,23,M,1,2,N,,,,23,0
23974389,83069382,1,391313,2015-09-14 00:00:00,1,N,45,5,31,M,1,2,N,,,,31,0
23974381,83070233,1,389795,2015-08-02 00:00:00,3,N,16,5,22,F,1,2,N,,,,22,0
23975246,83069333,1,390225,2015-08-22 00:00:00,2,N,44,5,32,M,1,2,N,,,,32,0
23975255,83069375,1,391343,2015-09-20 00:00:00,3,N,51,5,39,M,1,2,R,,,,39,0
24399500,84273416,1,391341,2015-09-19 00:00:00,3,N,45,5,22,M,2,2,N,,,,22,0
23975263,83069394,1,391625,2015-09-18 00:00:00,3,N,27,5,55,M,1,2,R,,,,55,0
24399908,84273701,1,392210,2015-11-28 00:00:00,2,N,45,5,62,M,1,2,R,,,,62,0
23974546,83071556,1,392619,2015-12-04 00:00:00,2,N,51,5,48,F,1,2,R,,,,48,0
23974558,83070936,1,393478,2016-01-06 00:00:00,2,N,21,5,14,F,1,2,R,H,,,14,0
23974557,83071580,1,394073,2016-01-14 00:00:00,2,N,51,5,15,M,1,2,R,R,,,15,0
23974545,83070905,1,392777,2015-12-12 00:00:00,2,N,51,5,38,M,1,2,R,,,,38,0
26487683,90675812,3,386870,2015-05-21 00:00:00,2,N,34,5,38,F,1,2,R,,,,38,0
26486772,90675812,1,386865,2015-05-07 00:00:00,2,N,28,5,29,F,1,2,R,,,,29,0
26487682,90675812,2,386867,2015-06-04 00:00:00,2,N,28,5,27,M,1,2,R,,,,27,0
25309655,87009910,1,383805,2015-03-01 00:00:00,2,N,46,5,24,M,1,2,N,,,,24,0
26487674,90675801,1,390590,2015-08-03 00:00:00,2,N,56,5,27,M,1,2,N,,,,27,0
25309658,87009919,1,389152,2015-08-17 00:00:00,3,N,27,5,45,M,1,2,R,,,,45,0
24399592,84273972,1,391200,2015-10-17 00:00:00,1,N,27,5,18,F,1,1,U,,,,18,0
24399612,84274007,1,393143,2015-11-24 00:00:00,1,N,14,5,59,M,1,2,R,,,,59,0
24399613,84274007,2,393155,2015-11-22 00:00:00,1,N,45,5,26,M,1,2,R,,,,26,0
24399996,84273978,1,392046,2015-11-19 00:00:00,1,N,11,5,26,M,1,2,R,,,,26,0
24696079,85120232,2,393156,2015-12-17 00:00:00,1,N,45,5,26,M,1,2,R,,,,26,0
24696077,85120232,1,393137,2015-11-26 00:00:00,1,N,45,5,59,M,1,2,R,,,,59,0
24696073,85120229,1,392447,2015-11-24 00:00:00,1,N,45,5,26,M,1,2,R,,,,26,0
24696074,85120229,2,393124,2015-11-24 00:00:00,1,N,45,5,23,M,1,2,R,,,,23,0
24696803,85120229,3,393144,2015-11-23 00:00:00,1,N,45,5,59,M,1,2,R,,,,59,0
24696078,85120236,3,393127,2015-11-24 00:00:00,1,N,49,5,23,M,1,2,R,,,,23,0
24696809,85120236,1,392420,2015-11-23 00:00:00,3,N,49,5,26,M,1,2,R,,,,26,0
24696080,85120236,4,393152,2015-11-23 00:00:00,1,N,49,5,59,M,1,2,R,,,,59,0
24696810,85120236,2,393119,2015-11-24 00:00:00,1,N,34,5,24,F,1,2,R,,,,24,0
24696841,85120300,3,393161,2015-11-23 00:00:00,1,N,49,5,26,M,1,2,R,,,,26,0
24696839,85120300,1,393125,2015-12-20 00:00:00,1,N,49,5,23,M,1,2,R,,,,23,0
24696840,85120300,2,393147,2015-12-21 00:00:00,1,N,49,5,59,M,1,2,R,,,,59,0
25609495,87951800,1,393893,2015-12-02 00:00:00,2,N,46,5,54,M,1,2,,,,,54,0
24400658,84274082,1,382591,2015-01-14 00:00:00,2,N,16,5,42,M,1,2,,,,,42,0
24400040,84274691,1,392804,2015-12-10 00:00:00,2,M,49,5,26,M,1,2,,,,,26,0
24400653,84274079,2,392802,2015-11-24 00:00:00,1,M,49,5,59,M,1,2,,,,,59,0
24400652,84274079,1,392800,2015-11-24 00:00:00,2,M,49,5,23,M,1,2,,,,,23,0
24400656,84274079,3,392804,2015-12-10 00:00:00,2,M,49,5,26,M,1,2,,,,,26,0
24400037,84274689,2,392802,2015-11-24 00:00:00,1,M,49,5,59,M,1,2,,,,,59,0
24400038,84274689,3,392804,2015-12-10 00:00:00,2,M,49,5,26,M,1,2,,,,,26,0
24400036,84274689,1,392800,2015-11-24 00:00:00,2,M,49,5,23,M,1,2,,,,,23,0
23975213,83069247,1,881,2015-12-18 00:00:00,1,N,48,5,41,M,1,2,R,,,,41,0
23975214,83069249,1,889,2015-10-22 00:00:00,1,N,48,5,68,M,1,2,N,,,,68,0
23975489,83070994,1,386750,2015-04-27 00:00:00,2,N,48,5,27,F,1,2,N,,,,27,0
23975554,83071203,1,392517,2015-12-06 00:00:00,1,N,16,5,28,M,1,2,R,,,,28,0
23975658,83071853,1,390484,2015-09-28 00:00:00,2,N,16,5,35,M,1,2,R,,,,35,0
25700913,88240250,1,229049,2015-10-23 00:00:00,2,N,52,5,20,M,1,2,N,,,,20,0
25700914,88240250,2,391295,2015-10-23 00:00:00,3,N,27,5,22,M,1,2,R,,,,22,0
24271857,83901119,1,660672,2015-11-21 00:00:00,2,C,10,5,21,M,1,2,R,,,,21,0
24537067,84666154,1,525515,2015-10-06 00:00:00,2,C,37,5,52,F,1,3,R,,,,52,0
